codigo,capitulo_codigo,descripcion,unidad,valor_unitario,orden
10.232,10,"Válvula de pie en aluminio Ø= 4""",Un,589572.0,1096
10.233,10,"Válvula de pie en bronce y canastilla metálica Ø= 1 ½""",Un,241279.0,1097
10.234,10,"Válvula de pie en bronce y canastilla metálica Ø= 2""",Un,406784.0,1098
10.235,10,"Válvula de pie en bronce y canastilla metálica Ø= 2 ½""",Un,518133.0,1099
10.236,10,"Válvula de pie en bronce y canastilla plástica Ø= 1 ½""",Un,228591.0,1100
10.237,10,"Válvula de pie en bronce y canastilla plástica Ø= 2""",Un,384312.0,1101
10.238,10,"Válvula de pie en bronce y canastilla plástica Ø= 2 ½""",Un,492602.0,1102
10.239,10,"Válvula de regulación metálica de 1/2""",Un,62869.0,1103
10.240,10,"Válvula de regulación plástica de 1/2""",Un,28832.0,1104
11.01,11,"Acople ranurado hierro dúctil SCH 40 1/2""",Un,10466.0,1105
11.02,11,"Acople ranurado hierro dúctil SCH 40 3/4""",Un,10497.0,1106
11.03,11,"Acople ranurado hierro dúctil SCH 40 1""",Un,10530.0,1107
11.04,11,"Acople ranurado hierro dúctil SCH 40 1 ¼""",Un,11078.0,1108
11.05,11,"Acople ranurado hierro dúctil SCH 40 1 ½""",Un,12128.0,1109
11.06,11,"Acople ranurado hierro dúctil SCH 40 2""",Un,13724.0,1110
11.07,11,"Acople ranurado hierro dúctil SCH 40 2 ½""",Un,14908.0,1111
11.08,11,"Acople ranurado hierro dúctil SCH 40 3""",Un,16088.0,1112
11.09,11,"Acople ranurado hierro dúctil SCH 40 4""",Un,20743.0,1113
11.10,11,Bomba eléctrica sumergible 1 HP 110V (pozo sótano),Un,614932.0,1114
11.11,11,Bomba eléctrica sumergible 1 ½ HP 110V (pozo sótano),Un,656146.0,1115
11.12,11,Bomba eléctrica sumergible 1 ½ HP 110V (pozo profundo),Un,5881385.0,1116
11.13,11,Bomba eléctrica sumergible 1 HP 220V tipo lapicero,Un,1021069.0,1117
11.14,11,Bomba eléctrica sumergible 1 ½ HP 220V tipo lapicero,Un,1205610.0,1118
11.15,11,"Codo acero al carbón roscado de 1/2""",Un,16872.0,1119
11.16,11,"Codo acero al carbón roscado de 3/4""",Un,17883.0,1120
11.17,11,"Codo acero al carbón roscado de 1""",Un,21001.0,1121
11.18,11,"Codo ranurado hierro dúctil SCH 40 1 ¼""",Un,23239.0,1122
11.19,11,"Codo ranurado hierro dúctil SCH 40 1 ½""",Un,25143.0,1123
11.20,11,"Codo ranurado hierro dúctil SCH 40 2""",Un,37380.0,1124
11.21,11,"Codo ranurado hierro dúctil SCH 40 2 ½""",Un,51537.0,1125
11.22,11,"Codo ranurado hierro dúctil SCH 40 3""",Un,67098.0,1126
11.23,11,"Codo ranurado hierro dúctil SCH 40 4""",Un,87346.0,1127
11.24,11,"Codo ranurado hierro dúctil SCH 40 6""",Un,154305.0,1128
11.25,11,"Codo ranurado hierro dúctil SCH 40 8""",Un,424863.0,1129
11.26,11,Detector de humo fotoeléctrico,Un,394402.0,1130
11.27,11,Extintor contra incendio ABC de 10 Lb,Un,304366.0,1131
11.28,11,Extintor contra incendio BC de 10 Lb,Un,298645.0,1132
11.29,11,Extintor contra incendio CO2 de 10 Lb,Un,2043493.0,1133
11.30,11,Extintor contra incendio H2O de 10 Lb,Un,496906.0,1134
11.31,11,Gabinete contra incendio tipo I,Un,2365253.0,1135
11.32,11,Gabinete contra incendio tipo II,Un,3217593.0,1136
11.33,11,Gabinete contra incendio tipo III,Un,3642897.0,1137
11.34,11,"Hidrante tipo Milán 3"" extremo brida",Un,6601987.0,1138
11.35,11,"Hidrante tipo Milán 3"" extremo liso",Un,6259403.0,1139
11.36,11,Luz estrobo pared roja,Un,296573.0,1140
11.37,11,Manómetro de presión con glicerina 0-200 psi,Un,211205.0,1141
11.38,11,Manómetro de presión tipo seco 0-200 psi,Un,129305.0,1142
11.39,11,Pulsador manual de alarma direccionable,Un,260579.0,1143
11.40,11,"Punto rociador en acero de 1/2""",Un,123587.0,1144
11.41,11,"Punto rociador en acero de 3/4""",Un,123587.0,1145
11.42,11,"Reducción ranurada hierro dúctil SCH 40 1 ½"" x 1 ¼""",Un,17364.0,1146
11.43,11,"Reducción ranurada hierro dúctil SCH 40 2"" x 1 ½""",Un,21160.0,1147
11.44,11,"Reducción ranurada hierro dúctil SCH 40 3"" x 2 ½""",Un,23190.0,1148
11.45,11,"Reducción ranurada hierro dúctil SCH 40 4"" x 2""",Un,51271.0,1149
11.46,11,"Reducción ranurada hierro dúctil SCH 40 4"" x 3""",Un,51271.0,1150
11.47,11,"Reducción ranurada hierro dúctil SCH 40 6"" x 2""",Un,110672.0,1151
11.48,11,"Reducción ranurada hierro dúctil SCH 40 6"" x 3""",Un,110672.0,1152
11.49,11,"Reducción ranurada hierro dúctil SCH 40 6"" x 4""",Un,106754.0,1153
11.50,11,"Rociador contra incendio roscado Ø= 1/2""",Un,194871.0,1154
11.51,11,"Rociador contra incendio roscado Ø= 3/4""",Un,216031.0,1155
11.52,11,"Semicodo ranurado hierro dúctil SCH 40 1 ¼""",Un,21279.0,1156
11.53,11,"Semicodo ranurado hierro dúctil SCH 40 1 ½""",Un,23183.0,1157
11.54,11,"Semicodo ranurado hierro dúctil SCH 40 2""",Un,34866.0,1158
11.55,11,"Semicodo ranurado hierro dúctil SCH 40 2 ½""",Un,38676.0,1159
11.56,11,"Semicodo ranurado hierro dúctil SCH 40 3""",Un,52552.0,1160
11.57,11,"Semicodo ranurado hierro dúctil SCH 40 4""",Un,84271.0,1161
11.58,11,"Semicodo ranurado hierro dúctil SCH 40 6""",Un,154305.0,1162
11.59,11,"Semicodo ranurado hierro dúctil SCH 40 8""",Un,318306.0,1163
11.60,11,Sensor de flujo agua,Un,1621969.0,1164
11.61,11,Sirena con luz estroboscópica para alarma incendio,Un,525836.0,1165
11.62,11,"Soporte tubería en ángulo de 1 ½"" x 1/8""",Un,58766.0,1166
11.63,11,"Tapón ranurado hierro dúctil SCH 40 1 ½""",Un,12837.0,1167
11.64,11,"Tapón ranurado hierro dúctil SCH 40 2""",Un,20880.0,1168
11.65,11,"Tapón ranurado hierro dúctil SCH 40 2 ½""",Un,27488.0,1169
11.66,11,"Tapón ranurado hierro dúctil SCH 40 3""",Un,32141.0,1170
11.67,11,"Tapón ranurado hierro dúctil SCH 40 6""",Un,86338.0,1171
11.68,11,"Tee acero al carbón roscada de 1/2""",Un,26377.0,1172
11.69,11,"Tee acero al carbón roscada de 3/4""",Un,28653.0,1173
11.70,11,"Tee acero al carbón roscada de 1""",Un,30885.0,1174
11.71,11,"Tee mecánica ranurada hierro dúctil SCH 40 2 ½"" x 1 ½""",Un,49866.0,1175
11.72,11,"Tee mecánica ranurada hierro dúctil SCH 40 3"" x 2""",Un,70180.0,1176
11.73,11,"Tee mecánica ranurada hierro dúctil SCH 40 6"" x 3""",Un,118224.0,1177
11.74,11,"Tee mecánica ranurada hierro dúctil SCH 40 6"" x 4""",Un,121855.0,1178
11.75,11,"Tee ranurada hierro dúctil SCH 40 1 ½""",Un,35207.0,1179
11.76,11,"Tee ranurada hierro dúctil SCH 40 2""",Un,50522.0,1180
11.77,11,"Tee ranurada hierro dúctil SCH 40 2 ½""",Un,71960.0,1181
11.78,11,"Tee ranurada hierro dúctil SCH 40 3""",Un,90875.0,1182
11.79,11,"Tee ranurada hierro dúctil SCH 40 4""",Un,136289.0,1183
11.80,11,"Tee ranurada hierro dúctil SCH 40 6""",Un,245202.0,1184
11.81,11,"Tee ranurada hierro dúctil SCH 40 8""",Un,582888.0,1185
11.82,11,"Toma siamesa en bronce Ø= 3""",Un,2221092.0,1186
11.83,11,"Toma siamesa en bronce Ø= 4""",Un,2861209.0,1187
11.84,11,"Tubería acero carbón SCH 40 Ø= 1/2"" roscada",m,40622.0,1188
11.85,11,"Tubería acero carbón SCH 40 Ø= 3/4"" roscada",m,45790.0,1189
11.86,11,"Tubería acero carbón SCH 40 Ø= 1"" roscada",m,58105.0,1190
11.87,11,"Tubería acero carbón SCH 40 Ø= 1 ¼"" roscada",m,78291.0,1191
11.88,11,"Tubería acero carbón SCH 40 Ø= 1 ½"" roscada",m,98514.0,1192
11.89,11,"Tubería ranurada acero carbón SCH 40 Ø= 1/2""",m,29227.0,1193
11.90,11,"Tubería ranurada acero carbón SCH 40 Ø= 3/4""",m,33298.0,1194
11.91,11,"Tubería ranurada acero carbón SCH 40 Ø= 1""",m,42814.0,1195
11.92,11,"Tubería ranurada acero carbón SCH 40 Ø= 1 ¼""",m,58609.0,1196
11.93,11,"Tubería ranurada acero carbón SCH 40 Ø= 1 ½""",m,68750.0,1197
11.94,11,"Tubería ranurada acero carbón SCH 40 Ø= 2""",m,90267.0,1198
11.95,11,"Tubería ranurada acero carbón SCH 40 Ø= 2 ½""",m,140603.0,1199
11.96,11,"Tubería ranurada acero carbón SCH 40 Ø= 3""",m,179604.0,1200
11.97,11,"Tubería ranurada acero carbón SCH 40 Ø= 4""",m,267540.0,1201
11.98,11,"Tubería ranurada acero carbón SCH 40 Ø= 6""",m,419688.0,1202
11.99,11,"Tubería ranurada acero carbón SCH 40 Ø= 8""",m,610363.0,1203
11.100,11,"Unión flexible ranurada hierro dúctil SCH 40 1 ¼""",Un,29948.0,1204
11.101,11,"Unión flexible ranurada hierro dúctil SCH 40 1 ½""",Un,31015.0,1205
11.102,11,"Unión flexible ranurada hierro dúctil SCH 40 2""",Un,34164.0,1206
11.103,11,"Unión flexible ranurada hierro dúctil SCH 40 2 ½""",Un,41473.0,1207
11.104,11,"Unión flexible ranurada hierro dúctil SCH 40 3""",Un,48084.0,1208
11.105,11,"Unión flexible ranurada hierro dúctil SCH 40 4""",Un,57143.0,1209
11.106,11,"Unión flexible ranurada hierro dúctil SCH 40 6""",Un,108714.0,1210
11.107,11,"Unión flexible ranurada hierro dúctil SCH 40 8""",Un,187413.0,1211
11.108,11,"Unión rígida ranurada hierro dúctil SCH 40 1 ¼""",Un,28268.0,1212
11.109,11,"Unión rígida ranurada hierro dúctil SCH 40 1 ½""",Un,29620.0,1213
11.110,11,"Unión rígida ranurada hierro dúctil SCH 40 2""",Un,33465.0,1214
11.111,11,"Unión rígida ranurada hierro dúctil SCH 40 2 ½""",Un,41473.0,1215
11.112,11,"Unión rígida ranurada hierro dúctil SCH 40 3""",Un,53954.0,1216
11.113,11,"Unión rígida ranurada hierro dúctil SCH 40 4""",Un,61334.0,1217
11.114,11,"Unión rígida ranurada hierro dúctil SCH 40 6""",Un,96968.0,1218
11.115,11,"Unión rígida ranurada hierro dúctil SCH 40 8""",Un,175110.0,1219
12.01,12,Acometida eléctrica bomba de presión,m,33872.0,1220
12.02,12,"Acometida eléctrica emt 3/4"" 2#8",m,33681.0,1221
12.03,12,"Acometida eléctrica emt 3/4"" 2#10",m,28782.0,1222
12.04,12,"Acometida eléctrica emt 3/4"" 2#12",m,24320.0,1223
12.05,12,"Acometida eléctrica emt 3/4"" 2#10+1#10",m,35549.0,1224
12.06,12,"Acometida eléctrica emt 3/4"" 2#12+1#12",m,29073.0,1225
12.07,12,"Acometida eléctrica emt 1"" 2#4",m,59128.0,1226
12.08,12,"Acometida eléctrica emt 1"" 2#6",m,45160.0,1227
12.09,12,"Acometida eléctrica emt 1"" 2#4+1#8",m,68505.0,1228
12.10,12,"Acometida eléctrica emt 1"" 2#6+1#8",m,53500.0,1229
12.11,12,"Acometida eléctrica emt 1"" 2#8+1#10",m,42824.0,1230
12.12,12,"Acometida eléctrica emt 1"" 3#6+1#8",m,66438.0,1231
12.13,12,"Acometida eléctrica emt 1"" 3#10+1#10",m,44317.0,1232
12.14,12,"Acometida eléctrica emt 1"" 3#10+1#12",m,42892.0,1233
12.15,12,"Acometida eléctrica emt 1"" 3#12+1#10",m,39805.0,1234
12.16,12,"Acometida eléctrica emt 1"" 3#12+1#12",m,38129.0,1235
12.17,12,"Acometida eléctrica emt 1 ½"" 3#8+1#10",m,73168.0,1236
12.18,12,"Acometida eléctrica emt 2"" 3#2+1#6",m,146436.0,1237
12.19,12,"Acometida eléctrica emt 2"" 3#4+1#8",m,112894.0,1238
12.20,12,"Acometida eléctrica emt 2"" 3#6+1#8",m,90654.0,1239
12.21,12,"Acometida eléctrica emt 2"" 3#8+1#8",m,85054.0,1240
12.22,12,"Acometida eléctrica emt 3"" 3#1/0+1#1/0",m,275812.0,1241
12.23,12,"Acometida eléctrica emt 3"" 3#2/0+1#2/0",m,320690.0,1242
12.24,12,"Acometida eléctrica emt 3"" 3#4/0+1#4/0",m,449237.0,1243
12.25,12,"Acometida eléctrica pvc 3/4"" 2#8",m,29298.0,1244
12.26,12,"Acometida eléctrica pvc 3/4"" 2#10",m,24398.0,1245
12.27,12,"Acometida eléctrica pvc 3/4"" 2#12",m,19936.0,1246
12.28,12,"Acometida eléctrica pvc 3/4"" 2#10+1#10",m,31165.0,1247
12.29,12,"Acometida eléctrica pvc 3/4"" 2#12+1#12",m,24690.0,1248
12.30,12,"Acometida eléctrica pvc 1"" 2#4",m,53956.0,1249
12.31,12,"Acometida eléctrica pvc 1"" 2#6",m,39988.0,1250
12.32,12,"Acometida eléctrica pvc 1"" 2#4+1#8",m,63334.0,1251
12.33,12,"Acometida eléctrica pvc 1"" 2#6+1#8",m,48329.0,1252
12.34,12,"Acometida eléctrica pvc 1"" 2#8+1#10",m,37653.0,1253
12.35,12,"Acometida eléctrica pvc 1"" 3#6+1#8",m,61267.0,1254
12.36,12,"Acometida eléctrica pvc 1"" 3#10+1#10",m,39146.0,1255
12.37,12,"Acometida eléctrica pvc 1"" 3#10+1#12",m,37720.0,1256
12.38,12,"Acometida eléctrica pvc 1"" 3#12+1#10",m,34634.0,1257
12.39,12,"Acometida eléctrica pvc 1"" 3#12+1#12",m,32957.0,1258
12.40,12,"Acometida eléctrica pvc 1 ½"" 3#8+1#10",m,64896.0,1259
12.41,12,"Acometida eléctrica pvc 2"" 3#2+1#6",m,134213.0,1260
12.42,12,"Acometida eléctrica pvc 2"" 3#4+1#8",m,100672.0,1261
12.43,12,"Acometida eléctrica pvc 2"" 3#6+1#8",m,78431.0,1262
12.44,12,"Acometida eléctrica pvc 2"" 3#8+1#8",m,72831.0,1263
12.45,12,"Acometida eléctrica pvc 3"" 3#1/0+1#1/0",m,233957.0,1264
12.46,12,"Acometida eléctrica pvc 3"" 3#2/0+1#2/0",m,278835.0,1265
12.47,12,"Acometida eléctrica pvc 3"" 3#4/0+1#4/0",m,407383.0,1266
12.48,12,Acometida en cable CU 3#2/0+1#1/0 AWG pvc 2”,m,325374.0,1267
12.49,12,"Acometida para datos en 1/2"" UTP CAT 5E-4P",m,16295.0,1268
12.50,12,Acometida para luminaria Metal Halide de 250W,m,21482.0,1269
12.51,12,"Acometida para sonido en 1/2"" 2x18 encauchetado",m,17566.0,1270
12.52,12,"Acometida telefónica 1/2"" 2 pares",m,15994.0,1271
12.53,12,"Acometida televisión 1/2"" cable coaxial",m,17219.0,1272
12.54,12,Bandeja malla portacable 60 x 100 mm,m,127163.0,1273
12.55,12,Bombillo ahorrador en espiral 20W,Un,26255.0,1274
12.56,12,Bombillo led 60W,Un,16519.0,1275
12.57,12,Cable de cobre THHN #2 AWG,m,32218.0,1276
12.58,12,Cable de cobre HF FR LS #2 AWG,m,35073.0,1277
12.59,12,Cable de cobre THHN #4 AWG,m,22092.0,1278
12.60,12,Cable de cobre HF FR LS #4 AWG,m,23928.0,1279
12.61,12,Cable de cobre THHN #6 AWG,m,14582.0,1280
12.62,12,Cable de cobre HF FR LS #6 AWG,m,15773.0,1281
12.63,12,Cable de cobre THHN #8 AWG,m,9966.0,1282
12.64,12,Cable de cobre HF FR LS #8 AWG,m,10739.0,1283
12.65,12,Cable de cobre THHN #10 AWG,m,7456.0,1284
12.66,12,Cable de cobre HF FR LS #10 AWG,m,7976.0,1285
12.67,12,Cable de cobre THHN #12 AWG,m,5074.0,1286
12.68,12,Cable de cobre HF FR LS #12 AWG,m,5430.0,1287
12.69,12,Cable de cobre THHN #14 AWG,m,3993.0,1288
12.70,12,Cable de cobre HF FR LS #14 AWG,m,4249.0,1289
12.71,12,Cable de cobre THHN 1/0 AWG,m,51628.0,1290
12.72,12,Cable de cobre HF FR LS 1/0 AWG,m,56287.0,1291
12.73,12,Cable de cobre THHN 2/0 AWG,m,63263.0,1292
12.74,12,Cable de cobre HF FR LS 2/0 AWG,m,69086.0,1293
12.75,12,Cable de cobre THHN 3/0 AWG,m,82253.0,1294
12.76,12,Cable de cobre HF FR LS 3/0 AWG,m,87231.0,1295
12.77,12,Cable de cobre THHN 4/0 AWG,m,96254.0,1296
12.78,12,Cable de cobre HF FR LS 4/0 AWG,m,105375.0,1297
12.79,12,Cable de cobre desnudo 1/0 THWN,m,51101.0,1298
12.80,12,Cable de cobre desnudo 2/0 THWN,m,65199.0,1299
12.81,12,Cable de cobre desnudo 4/0 THWN,m,97092.0,1300
12.82,12,Cable encauchetado 2x18,m,6498.0,1301
12.83,12,Cable encauchetado 3x14,m,12280.0,1302
12.84,12,Cable encauchetado 3x18,m,7755.0,1303
12.85,12,Cable telefónico 2 pares,m,4926.0,1304
12.86,12,Cable telefónico 20 pares,m,21356.0,1305
12.87,12,Cable telefónico 50 pares,m,37587.0,1306
12.88,12,Cable televisión coaxial Cal. 18,m,6204.0,1307
12.89,12,Cable trenzado 3x12 AWG,m,10152.0,1308
12.90,12,Cable UTP CAT 5E-4P,m,5226.0,1309
12.91,12,Cable UTP CAT 6A,m,7440.0,1310
12.92,12,Caja de paso metálica 15x15 cm,Un,123803.0,1311
12.93,12,Caja de paso metálica 20x25 cm,Un,200949.0,1312
12.94,12,Caja eléctrica 30x30x50 cm en concreto,Un,270233.0,1313
12.95,12,Caja eléctrica 40x40x80 cm en concreto,Un,403951.0,1314
12.96,12,Caja eléctrica 50x50x80 cm en concreto,Un,475167.0,1315
12.97,12,Caja eléctrica 80x80x100 cm en concreto,Un,870005.0,1316
12.98,12,Caja eléctrica 100x100x100 cm en concreto,Un,1191840.0,1317
12.99,12,"Caja eléctrica rawelt 2"" x 4""",Un,34680.0,1318
12.100,12,"Caja eléctrica rawelt 4"" x 4""",Un,45645.0,1319
12.101,12,Caja eléctrica termoplástica 15x15 cm,Un,35495.0,1320
12.102,12,Caja eléctrica termoplástica 20x20 cm,Un,68698.0,1321
12.103,12,Canaleta DLP 60 x 16 mm 3 divisiones,m,92882.0,1322
12.104,12,Canaleta DLP 75 x 20 mm 3 divisiones,m,128462.0,1323
12.105,12,"Capacete galvanizado 1""",Un,10907.0,1324
12.106,12,"Capacete galvanizado 2""",Un,32677.0,1325
12.107,12,"Capacete galvanizado 3""",Un,205318.0,1326
12.108,12,"Capacete galvanizado 4""",Un,225413.0,1327
12.109,12,"Cárcamo en concreto de 20.7 MPa, b= 0.50 m, h= 0.70 m Incluye solado de limpieza y acero de refuerzo.",m,457947.0,1328
12.110,12,Codo para ducto portacable metálico 20x7.5 cm,m,132108.0,1329
12.111,12,Cortacircuito enchufable termomagnético automático bipolar 10 kA a 120/240 V - 15-30 A,Un,119785.0,1330
12.112,12,Cortacircuito enchufable termomagnético automático bipolar 10 kA a 120/240 V - 40-60 A,Un,142284.0,1331
12.113,12,Cortacircuito enchufable termomagnético automático monopolar 10 kA a 120/240 V - 15-30 A,Un,38341.0,1332
12.114,12,Cortacircuito enchufable termomagnético automático monopolar 10 kA a 120/240 V - 40-60 A,Un,39897.0,1333
12.115,12,Cortacircuito enchufable termomagnético automático tripolar 10 kA a 120/240 V - 15-30 A,Un,252129.0,1334
12.116,12,Cortacircuito enchufable termomagnético automático tripolar 10 kA a 120/240 V - 40-60 A,Un,263967.0,1335
12.117,12,Cortacircuitos sistema monofásico,Un,762967.0,1336
12.118,12,Cortacircuitos sistema trifásico,Un,1106164.0,1337
12.119,12,"Curva emt galvanizada 1""",Un,9075.0,1338
12.120,12,"Curva emt galvanizada 2""",Un,21393.0,1339
12.121,12,"Curva emt galvanizada 3""",Un,63319.0,1340
12.122,12,"Curva emt galvanizada 4""",Un,111669.0,1341
12.123,12,"Curva imc galvanizada 1""",Un,14862.0,1342
12.124,12,"Curva imc galvanizada 2""",Un,42160.0,1343
12.125,12,"Curva imc galvanizada 3""",Un,177768.0,1344
12.126,12,"Curva imc galvanizada 4""",Un,240436.0,1345
12.127,12,"Curva pvc conduit 1/2""",Un,4924.0,1346
12.128,12,"Curva pvc conduit 3/4""",Un,5929.0,1347
12.129,12,"Curva pvc conduit 1""",Un,8330.0,1348
12.130,12,"Curva pvc conduit 1 1/4""",Un,12454.0,1349
12.131,12,"Curva pvc conduit 1 1/2""",Un,16717.0,1350
12.132,12,"Curva pvc conduit 2""",Un,28154.0,1351
12.133,12,"Curva pvc conduit SCH 40 1/2""",Un,5969.0,1352
12.134,12,"Curva pvc conduit SCH 40 3/4""",Un,8251.0,1353
12.135,12,"Curva pvc conduit SCH 40 1""",Un,11798.0,1354
12.136,12,"Curva pvc conduit SCH 40 1 1/4""",Un,16622.0,1355
12.137,12,"Curva pvc conduit SCH 40 1 1/2""",Un,21937.0,1356
12.138,12,"Curva pvc conduit SCH 40 2""",Un,33532.0,1357
12.139,12,"Curva pvc ducto gran radio 2""",Un,31772.0,1358
12.140,12,"Curva pvc ducto gran radio 3""",Un,75932.0,1359
12.141,12,"Curva pvc ducto gran radio 4""",Un,128355.0,1360
12.142,12,"Curva pvc TDP gran radio 4""",Un,68501.0,1361
12.143,12,Ducto portacable metálico 20x7.5 cm,m,128983.0,1362
12.144,12,Fotocelda con base,Un,56006.0,1363
12.145,12,Interconexión entre strip telefónico 50 pares,m,60605.0,1364
12.146,12,Lámpara de emergencia led 2.4W 120/240V,Un,157697.0,1365
12.147,12,Lámpara Downlight led 13W,Un,93969.0,1366
12.148,12,Lámpara Downlight led 26W,Un,153864.0,1367
12.149,12,Lámpara Downlight led 2x26W,Un,270910.0,1368
12.150,12,Lámpara especular 60x60 4x18W T8,Un,264421.0,1369
12.151,12,Lámparas tipo Spot con riel de 1 m x 3 Und de 10W,Un,232856.0,1370
12.152,12,Luminaria de alumbrado público BRP230 65W,Un,690491.0,1371
12.153,12,Luminaria fluorescente 2x32W,Un,246316.0,1372
12.154,12,Luminaria fluorescente 2x48W,Un,334500.0,1373
12.155,12,Luminaria fluorescente de inscrustar 2x32W T8,Un,255396.0,1374
12.156,12,Luminaria led hermética 2x18W T8,Un,215419.0,1375
12.157,12,Luminaria Metal Halide de 250W,Un,1858126.0,1376
12.158,12,Luminaria Metal Halide de 400W,Un,1894093.0,1377
12.159,12,"Luminaria Slim Line 2x48""",Un,310112.0,1378
12.160,12,"Luminaria Slim Line 2x96""",Un,577609.0,1379
12.161,12,Luminaria Sodio de 250W,Un,1313629.0,1380
12.162,12,Medidor de energía 1F-Bifilar 120V,Un,587744.0,1381
12.163,12,Medidor de energía 2F-Trifilar 120/240V,Un,789064.0,1382
12.164,12,Medidor de energía 3F-Trifásico 120/208V,Un,1053754.0,1383
12.165,12,Ojo de buey dirigible blanco ó níquel,Un,52731.0,1384
12.166,12,Panel led 30x120 cm 40W,Un,148629.0,1385
12.167,12,Panel led 60x60 cm 40W,Un,129428.0,1386
12.168,12,Panel led empotrar 6W,Un,36581.0,1387
12.169,12,Panel led empotrar 12W,Un,40777.0,1388
12.170,12,Panel led empotrar 18W,Un,46018.0,1389
12.171,12,Panel led empotrar 24W,Un,56502.0,1390
12.172,12,Panel led empotrar cuadrado 18W,Un,47271.0,1391
12.173,12,Panel led sobreponer 6W,Un,41152.0,1392
12.174,12,Panel led sobreponer 12W,Un,47027.0,1393
12.175,12,Panel led sobreponer 18W,Un,54364.0,1394
12.176,12,Panel led sobreponer 24W,Un,69043.0,1395
12.177,12,Panel led sobreponer cuadrado 18W,Un,50301.0,1396
12.178,12,Pararrayos sistema monofásico,Jg,1262863.0,1397
12.179,12,Pararrayos sistema trifásico,Jg,1582233.0,1398
12.180,12,Patch Cord UTP Cat 5E x 3.00 m,Un,21348.0,1399
12.181,12,Patch Cord UTP Cat 6A x 3.00 m,Un,24779.0,1400
12.182,12,Patch Panel Cat 5E 24 puertos,Un,822077.0,1401
12.183,12,Patch Panel Cat 6A 24 puertos,Un,1165385.0,1402
12.184,12,Plafón losa,Un,23327.0,1403
12.185,12,Poste de concreto 9 m x 300 Kg,Un,1254578.0,1404
12.186,12,Poste de concreto 9 m x 510 Kg,Un,1288684.0,1405
12.187,12,Poste de concreto 11 m x 300 Kg,Un,1600583.0,1406
12.188,12,Poste de concreto 11 m x 510 Kg,Un,1715149.0,1407
12.189,12,Poste de concreto 12 m x 300 Kg,Un,1720987.0,1408
12.190,12,Poste de concreto 12 m x 510 Kg,Un,1815853.0,1409
12.191,12,Poste de concreto 12 m x 750 Kg,Un,1885011.0,1410
12.192,12,"Poste de concreto 12 m x 1,050 Kg",Un,2512069.0,1411
12.193,12,Poste de concreto 13 m x 750 Kg,Un,2347465.0,1412
12.194,12,"Poste de concreto 13 m x 1,050 Kg",Un,2788724.0,1413
12.195,12,"Poste metálico 9 m brazo sencillo, pintado",Un,2921453.0,1414
12.196,12,"Poste metálico 11 m brazo sencillo, pintado",Un,3658833.0,1415
12.197,12,"Poste metálico 12 m brazo sencillo, pintado",Un,4142571.0,1416
12.198,12,"Puesta a tierra 1 varilla de cobre 5/8"" y cable #4",Un,657975.0,1417
12.199,12,Reubicación poste de concreto 12 m x 750 Kg,Un,905177.0,1418
12.200,12,"Salida audio y video en tubo pvc 1/2""",Un,228180.0,1419
12.201,12,"Salida bifásica + toma en tubo emt 1/2""",Un,144485.0,1420
12.202,12,"Salida citófono en tubo pvc 1/2""",Un,97165.0,1421
12.203,12,"Salida eléctrica alumbrado fluorescente tubo emt 1/2""",Un,137160.0,1422
12.204,12,"Salida eléctrica alumbrado fluorescente tubo pvc 1/2""",Un,107113.0,1423
12.205,12,"Salida eléctrica alumbrado fluorescente tubo emt 3/4"" con cable de cobre HF FR LS #12 AWG",Un,171064.0,1424
12.206,12,"Salida eléctrica alumbrado fluorescente tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,126281.0,1425
12.207,12,"Salida eléctrica alumbrado incandescente tubo emt 1/2""",Un,137160.0,1426
12.208,12,"Salida eléctrica alumbrado incandescente tubo pvc 1/2""",Un,107113.0,1427
12.209,12,"Salida eléctrica alumbrado incandescente tubo emt 3/4"" con cable de cobre HF FR LS #12 AWG",Un,171064.0,1428
12.210,12,"Salida eléctrica alumbrado incandescente tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,126281.0,1429
12.211,12,Salida eléctrica equipo condensador aire acondicionado,Un,120802.0,1430
12.212,12,"Salida eléctrica mini split en tubo pvc 3/4""",Un,196166.0,1431
12.213,12,"Salida fotocelda en tubo emt 1/2""",Un,106990.0,1432
12.214,12,"Salida fotocelda en tubo pvc 1/2""",Un,93704.0,1433
12.215,12,"Salida interruptor conmutable doble en tubo emt 1/2""",Un,160316.0,1434
12.216,12,"Salida interruptor conmutable doble en tubo pvc 1/2""",Un,144574.0,1435
12.217,12,"Salida interruptor conmutable doble en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,169092.0,1436
12.218,12,"Salida interruptor conmutable sencillo tubo emt 1/2""",Un,139580.0,1437
12.219,12,"Salida interruptor conmutable sencillo tubo pvc 1/2""",Un,123838.0,1438
12.220,12,"Salida interruptor conmutable sencillo tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,143339.0,1439
12.221,12,"Salida interruptor conmutable triple en tubo emt 3/4""",Un,199976.0,1440
12.222,12,"Salida interruptor conmutable triple en tubo pvc 3/4""",Un,170283.0,1441
